4.850836005061864853e-03,-2.362078242003917694e-02,7.566068768501281738e-01,-5.456994287669658661e-03,3.632602514699101448e-03,7.184061408042907715e-01,6.955930590629577637e-01,2.249061502516269684e-02,3.391171991825103760e-01,2.488503158092498779e-01,1.115254685282707214e-01,-1.534574478864669800e-01,-1.299896836280822754e-01,-6.251451373100280762e-02,-3.821123540401458740e-01,-1.385400593280792236e-01,2.166888415813446045e-01,-1.605959385633468628e-01,2.344754636287689209e-01,-3.128271922469139099e-02,-1.236450951546430588e-02,7.613772153854370117e-02,-1.900245808064937592e-02,4.826421141624450684e-01,-3.638561666011810303e-01,9.050023555755615234e-01,-2.748753502964973450e-02,-1.479860544204711914e-01,-2.255911231040954590e-01,-1.244647204875946045e-01,-4.853847324848175049e-01,4.373229444026947021e-01,8.092921972274780273e-01,7.565421611070632935e-02,-6.521297991275787354e-02,2.009007185697555542e-01
4.394744057208299637e-03,-2.287583425641059875e-02,7.566553950309753418e-01,-5.951446015387773514e-03,4.008117131888866425e-03,7.180009484291076660e-01,6.960051655769348145e-01,2.324411645531654358e-02,3.386964201927185059e-01,2.501745522022247314e-01,1.107944324612617493e-01,-1.546090245246887207e-01,-1.293611675500869751e-01,-6.195025891065597534e-02,-3.819854557514190674e-01,-1.378099173307418823e-01,2.138644903898239136e-01,-1.589236110448837280e-01,2.351780235767364502e-01,-3.399766609072685242e-02,-1.185575220733880997e-02,7.326776534318923950e-02,-1.974694058299064636e-02,4.775922000408172607e-01,-3.645523488521575928e-01,9.194780588150024414e-01,-2.818987518548965454e-02,-1.583509743213653564e-01,-2.240003794431686401e-01,-1.277817785739898682e-01,-4.837933778762817383e-01,4.394877254962921143e-01,8.208014965057373047e-01,7.582804560661315918e-02,-7.338906079530715942e-02,2.013730555772781372e-01
4.056729841977357864e-03,-2.256854623556137085e-02,7.566981315612792969e-01,-6.295135710388422012e-03,4.210097715258598328e-03,7.176148891448974609e-01,6.963989734649658203e-01,2.368428371846675873e-02,3.385699391365051270e-01,2.514992356300354004e-01,1.102016195654869080e-01,-1.550799459218978882e-01,-1.290883421897888184e-01,-6.212205067276954651e-02,-3.817599713802337646e-01,-1.367272585630416870e-01,2.120581865310668945e-01,-1.571984291076660156e-01,2.355697304010391235e-01,-3.540929406881332397e-02,-1.174423564225435257e-02,7.183562219142913818e-02,-1.929969713091850281e-02,4.758980572223663330e-01,-3.649460971355438232e-01,9.237219691276550293e-01,-2.947974391281604767e-02,-1.602548360824584961e-01,-2.241920977830886841e-01,-1.289380937814712524e-01,-4.829718172550201416e-01,4.392893016338348389e-01,8.239759802818298340e-01,7.595260441303253174e-02,-7.487236708402633667e-02,2.023102343082427979e-01
3.674180014058947563e-03,-2.232032828032970428e-02,7.567344307899475098e-01,-6.640223320573568344e-03,4.309066571295261383e-03,7.174644470214843750e-01,6.965501308441162109e-01,2.385847829282283783e-02,3.384951055049896240e-01,2.526999413967132568e-01,1.097415387630462646e-01,-1.559025198221206665e-01,-1.283918023109436035e-01,-6.213525682687759399e-02,-3.815856575965881348e-01,-1.359695494174957275e-01,2.108225673437118530e-01,-1.555080115795135498e-01,2.356689423322677612e-01,-3.600803017616271973e-02,-1.195373106747865677e-02,7.071137428283691406e-02,-1.879843883216381073e-02,4.748800694942474365e-01,-3.648733198642730713e-01,9.250743389129638672e-01,-3.069652989506721497e-02,-1.606778502464294434e-01,-2.237795591354370117e-01,-1.287769228219985962e-01,-4.823028445243835449e-01,4.382250607013702393e-01,8.265038728713989258e-01,7.637746632099151611e-02,-7.485660165548324585e-02,2.021494507789611816e-01
3.569772699847817421e-03,-2.207638137042522430e-02,7.567568421363830566e-01,-6.824504584074020386e-03,4.492507781833410263e-03,7.172792553901672363e-01,6.967378854751586914e-01,2.409888990223407745e-02,3.383771777153015137e-01,2.532539367675781250e-01,1.093236804008483887e-01,-1.558370590209960938e-01,-1.284437775611877441e-01,-6.222413480281829834e-02,-3.814490735530853271e-01,-1.351388394832611084e-01,2.098802328109741211e-01,-1.549279242753982544e-01,2.355394661426544189e-01,-3.645963594317436218e-02,-1.211588270962238312e-02,7.037622481584548950e-02,-1.843908056616783142e-02,4.738617241382598877e-01,-3.636602163314819336e-01,9.268914461135864258e-01,-3.164234012365341187e-02,-1.606314927339553833e-01,-2.228440493345260620e-01,-1.283957809209823608e-01,-4.820384979248046875e-01,4.377281367778778076e-01,8.268507719039916992e-01,7.594181597232818604e-02,-7.518962025642395020e-02,2.022252380847930908e-01
3.364615608006715775e-03,-2.195975184440612793e-02,7.567668557167053223e-01,-6.977465935051441193e-03,4.604310262948274612e-03,7.172320485115051270e-01,6.967842578887939453e-01,2.381460368633270264e-02,3.382287919521331787e-01,2.536714971065521240e-01,1.096192300319671631e-01,-1.563302278518676758e-01,-1.282972246408462524e-01,-6.229447945952415466e-02,-3.814924955368041992e-01,-1.344750225543975830e-01,2.092555165290832520e-01,-1.541656255722045898e-01,2.356125563383102417e-01,-3.674434870481491089e-02,-1.232560072094202042e-02,7.040248811244964600e-02,-1.783443987369537354e-02,4.735387861728668213e-01,-3.631439208984375000e-01,9.261909127235412598e-01,-3.253374621272087097e-02,-1.608869880437850952e-01,-2.221195697784423828e-01,-1.278633475303649902e-01,-4.819744229316711426e-01,4.368848502635955811e-01,8.272518515586853027e-01,7.653996348381042480e-02,-7.502086460590362549e-02,2.022562026977539062e-01
3.391189733520150185e-03,-2.193948067724704742e-02,7.567635178565979004e-01,-6.975136697292327881e-03,4.702988080680370331e-03,7.171726822853088379e-01,6.968446969985961914e-01,2.374808862805366516e-02,3.381384313106536865e-01,2.539715766906738281e-01,1.096835657954216003e-01,-1.561895608901977539e-01,-1.281722337007522583e-01,-6.213826686143875122e-02,-3.814993202686309814e-01,-1.342526227235794067e-01,2.084206044673919678e-01,-1.541089117527008057e-01,2.349069565534591675e-01,-3.694458305835723877e-02,-1.211331225931644440e-02,7.008286565542221069e-02,-1.781979575753211975e-02,4.736258387565612793e-01,-3.633514642715454102e-01,9.267596602439880371e-01,-3.316613286733627319e-02,-1.603481471538543701e-01,-2.225104570388793945e-01,-1.280851662158966064e-01,-4.811662435531616211e-01,4.360276758670806885e-01,8.284829854965209961e-01,7.730917632579803467e-02,-7.412170618772506714e-02,2.029015719890594482e-01
3.366713877767324448e-03,-2.204612456262111664e-02,7.567368149757385254e-01,-7.078847847878932953e-03,4.729663953185081482e-03,7.172594070434570312e-01,6.967542171478271484e-01,2.311517298221588135e-02,3.382472395896911621e-01,2.539386451244354248e-01,1.100349351763725281e-01,-1.567401736974716187e-01,-1.280977427959442139e-01,-6.228306517004966736e-02,-3.813645839691162109e-01,-1.339987665414810181e-01,2.081124335527420044e-01,-1.540154069662094116e-01,2.344119101762771606e-01,-3.748682141304016113e-02,-1.191618293523788452e-02,7.068976759910583496e-02,-1.781587488949298859e-02,4.741101264953613281e-01,-3.634808063507080078e-01,9.255426526069641113e-01,-3.364229202270507812e-02,-1.602945774793624878e-01,-2.224772870540618896e-01,-1.281843036413192749e-01,-4.809722304344177246e-01,4.350535571575164795e-01,8.281829953193664551e-01,7.845227420330047607e-02,-7.406205683946609497e-02,2.025835514068603516e-01
3.373506013303995132e-03,-2.237309329211711884e-02,7.567024827003479004e-01,-7.002384401857852936e-03,4.632698837667703629e-03,7.174037098884582520e-01,6.966071128845214844e-01,2.234602347016334534e-02,3.383263051509857178e-01,2.536380290985107422e-01,1.107759103178977966e-01,-1.570948511362075806e-01,-1.279628127813339233e-01,-6.232585385441780090e-02,-3.813392519950866699e-01,-1.338325887918472290e-01,2.081056386232376099e-01,-1.540629565715789795e-01,2.340049445629119873e-01,-3.708828240633010864e-02,-1.217107381671667099e-02,7.129545509815216064e-02,-1.841810345649719238e-02,4.748274385929107666e-01,-3.629905879497528076e-01,9.232687950134277344e-01,-3.500074893236160278e-02,-1.602879166603088379e-01,-2.218949198722839355e-01,-1.280625164508819580e-01,-4.803306758403778076e-01,4.335969984531402588e-01,8.287869095802307129e-01,7.961589097976684570e-02,-7.354262471199035645e-02,2.018638402223587036e-01
3.332004416733980179e-03,-2.249518968164920807e-02,7.566635012626647949e-01,-7.009651977568864822e-03,4.641396459192037582e-03,7.176204323768615723e-01,6.963837146759033203e-01,2.148062735795974731e-02,3.382907509803771973e-01,2.533214390277862549e-01,1.116094812750816345e-01,-1.577641069889068604e-01,-1.279441118240356445e-01,-6.219293549656867981e-02,-3.814659714698791504e-01,-1.338710188865661621e-01,2.080753594636917114e-01,-1.544306427240371704e-01,2.334459722042083740e-01,-3.707172721624374390e-02,-1.209013257175683975e-02,7.224295288324356079e-02,-1.839258521795272827e-02,4.756306409835815430e-01,-3.628530204296112061e-01,9.202116131782531738e-01,-3.503011167049407959e-02,-1.605104207992553711e-01,-2.203792631626129150e-01,-1.275783032178878784e-01,-4.804604351520538330e-01,4.327600300312042236e-01,8.283212780952453613e-01,7.960940897464752197e-02,-7.353603094816207886e-02,2.012499421834945679e-01
